job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI Software Engineer,206122,USD,SE,CT,Switzerland,M,Switzerland,0,"SQL, MLOps, R",Master,8,Gaming,2024-10-26,2024-11-15,998,9.7,Future Systems
Robotics Engineer,91349,USD,SE,CT,Ireland,L,Ireland,0,"PyTorch, MLOps, Hadoop",PhD,8,Education,2024-09-10,2024-10-29,1238,9.3,TechCorp Inc
AI Specialist,68572,USD,EN,FT,Ireland,L,Ireland,0,"Kubernetes, Java, GCP, Mathematics, Scala",Associate,0,Technology,2024-12-15,2024-12-31,663,7.8,Cloud AI Solutions
Deep Learning Engineer,102705,AUD,MI,PT,Australia,M,Australia,0,"SQL, Azure, R",Bachelor,4,Government,2025-01-18,2025-03-27,2238,6.7,Advanced Robotics
Machine Learning Researcher,83577,EUR,MI,FT,Austria,L,Austria,0,"Scala, Tableau, Python",PhD,2,Transportation,2024-05-12,2024-07-13,880,10.0,Digital Transformation LLC
ML Ops Engineer,54988,EUR,EN,FL,France,M,France,100,"Hadoop, SQL, Deep Learning",Bachelor,1,Energy,2024-06-20,2024-08-16,904,5.6,Machine Intelligence Group
Deep Learning Engineer,98877,CAD,MI,FT,Canada,L,Canada,100,"TensorFlow, Azure, Linux, Git",Master,2,Energy,2024-01-06,2024-03-18,871,5.4,Digital Transformation LLC
AI Research Scientist,85508,USD,MI,FT,Sweden,S,Sweden,50,"Python, Deep Learning, Linux, Computer Vision, SQL",Bachelor,2,Government,2024-08-25,2024-09-13,1680,6.8,Machine Intelligence Group
AI Architect,96446,USD,EN,PT,United States,L,Denmark,50,"PyTorch, Linux, Statistics",Master,1,Energy,2024-02-11,2024-03-22,1721,8.2,DeepTech Ventures
ML Ops Engineer,79374,USD,SE,PT,South Korea,S,South Korea,50,"GCP, Mathematics, TensorFlow, Python",Bachelor,5,Telecommunications,2024-12-21,2025-01-14,1133,8.1,Neural Networks Co
Head of AI,106702,GBP,MI,FT,United Kingdom,L,United Kingdom,50,"Git, Java, Mathematics",PhD,2,Energy,2024-10-02,2024-11-12,1965,7.3,DeepTech Ventures
Computer Vision Engineer,146267,CAD,EX,PT,Canada,M,Canada,0,"Scala, R, Docker",PhD,10,Gaming,2025-01-10,2025-02-13,2428,7.0,DeepTech Ventures
Machine Learning Engineer,71137,EUR,MI,FL,Netherlands,S,Netherlands,50,"Kubernetes, Computer Vision, SQL, Deep Learning, PyTorch",PhD,3,Education,2024-02-20,2024-03-14,676,9.4,Advanced Robotics
Machine Learning Researcher,51092,USD,MI,FT,Ireland,M,Singapore,0,"Data Visualization, Mathematics, Linux, AWS",Bachelor,2,Real Estate,2024-04-11,2024-06-07,2147,9.3,AI Innovations
Head of AI,71688,USD,EN,CT,Ireland,M,Ireland,100,"Data Visualization, Python, SQL, TensorFlow",Master,0,Telecommunications,2024-08-13,2024-09-13,518,9.0,Autonomous Tech
ML Ops Engineer,92548,GBP,EN,CT,United Kingdom,L,United Kingdom,100,"PyTorch, Mathematics, Computer Vision, R",Master,1,Transportation,2024-09-14,2024-11-16,1462,5.9,Neural Networks Co
Data Scientist,133642,CAD,SE,PT,Canada,L,Canada,50,"PyTorch, Statistics, Azure, Python",Bachelor,8,Technology,2025-04-27,2025-05-15,1623,5.8,Machine Intelligence Group
Machine Learning Researcher,56802,USD,EN,CT,South Korea,M,France,0,"Python, Scala, Statistics, Spark, Docker",Bachelor,1,Gaming,2024-11-17,2025-01-20,1044,8.0,TechCorp Inc
Deep Learning Engineer,180162,EUR,EX,FL,Netherlands,S,Netherlands,100,"PyTorch, Java, Spark, NLP",Associate,12,Technology,2024-03-06,2024-04-29,2049,9.7,Autonomous Tech
Robotics Engineer,96518,EUR,SE,FT,Austria,S,Norway,0,"GCP, Deep Learning, Java, Statistics, Spark",Bachelor,5,Automotive,2024-02-20,2024-04-23,702,8.4,TechCorp Inc
Data Engineer,90189,USD,SE,CT,Ireland,S,Ireland,100,"Python, GCP, AWS, TensorFlow, PyTorch",PhD,9,Technology,2025-04-23,2025-05-31,1492,9.4,DeepTech Ventures
Robotics Engineer,111198,USD,SE,FT,Australia,M,Australia,50,"SQL, Data Visualization, TensorFlow",PhD,7,Technology,2025-04-18,2025-06-18,510,5.1,Machine Intelligence Group
AI Consultant,54956,USD,EN,FL,Israel,M,Netherlands,100,"PyTorch, Mathematics, Tableau, R",Bachelor,1,Media,2025-01-13,2025-03-07,1829,8.5,Cloud AI Solutions
Data Analyst,129554,USD,EX,FT,China,L,China,0,"Data Visualization, Kubernetes, Java",Associate,18,Consulting,2025-03-23,2025-05-28,705,9.2,Cloud AI Solutions
Computer Vision Engineer,62465,EUR,EN,CT,Netherlands,M,Japan,0,"Python, AWS, Mathematics, SQL, Java",Associate,1,Energy,2024-01-29,2024-03-21,595,8.6,Autonomous Tech
AI Research Scientist,22820,USD,EN,FL,India,M,India,100,"MLOps, PyTorch, Tableau, AWS, Scala",Associate,1,Consulting,2024-01-17,2024-03-15,2336,7.6,Autonomous Tech
Computer Vision Engineer,94914,USD,SE,FT,Israel,S,Israel,100,"R, Computer Vision, NLP",Associate,5,Healthcare,2025-02-12,2025-03-08,2065,5.2,DataVision Ltd
AI Architect,130884,USD,SE,FT,Sweden,L,Sweden,50,"TensorFlow, Linux, NLP, Git",Master,6,Media,2024-12-24,2025-01-20,682,5.1,Predictive Systems
Research Scientist,35113,USD,EN,FT,Japan,S,Japan,0,"TensorFlow, Python, Statistics, Git",Bachelor,1,Transportation,2024-08-01,2024-09-30,2233,7.2,Advanced Robotics
Computer Vision Engineer,76476,CAD,MI,FT,Canada,M,Canada,100,"SQL, Python, Docker, AWS",Associate,2,Consulting,2025-01-28,2025-03-03,543,8.9,AI Innovations
Data Scientist,46308,USD,EN,FT,Finland,S,Finland,100,"Deep Learning, Kubernetes, SQL, PyTorch",Associate,1,Manufacturing,2025-03-21,2025-05-04,1379,7.9,Machine Intelligence Group
Principal Data Scientist,134609,USD,SE,FT,Ireland,S,Ireland,100,"R, TensorFlow, Hadoop",Associate,9,Transportation,2025-02-10,2025-03-15,2238,7.6,Future Systems
Machine Learning Researcher,182032,EUR,EX,CT,Austria,L,Austria,0,"MLOps, SQL, AWS, NLP, Spark",Master,13,Consulting,2024-07-27,2024-10-02,1455,8.9,Advanced Robotics
AI Architect,140480,USD,SE,PT,South Korea,L,South Korea,50,"Deep Learning, AWS, Tableau, Azure",Master,7,Retail,2024-06-19,2024-08-10,863,5.1,Cognitive Computing
Principal Data Scientist,77151,USD,MI,PT,Sweden,S,Sweden,50,"Linux, Statistics, Java",PhD,2,Automotive,2025-03-17,2025-05-05,1385,5.3,AI Innovations
NLP Engineer,75883,USD,MI,PT,India,M,Sweden,0,"Azure, Kubernetes, Python, Computer Vision",Associate,4,Finance,2024-02-01,2024-03-17,1326,5.9,Digital Transformation LLC
Computer Vision Engineer,82416,USD,MI,PT,Sweden,S,Sweden,0,"Tableau, GCP, Docker, Kubernetes, Statistics",Master,2,Finance,2024-11-05,2025-01-05,1089,6.6,Predictive Systems
Head of AI,108145,USD,SE,CT,China,L,China,100,"Data Visualization, GCP, Python, R",Master,5,Government,2024-04-06,2024-06-08,918,8.8,Predictive Systems
AI Consultant,156301,USD,EX,FT,Finland,S,France,0,"R, Java, AWS, Python, Computer Vision",Bachelor,11,Telecommunications,2024-09-09,2024-10-12,913,6.4,Quantum Computing Inc
AI Specialist,102809,EUR,SE,CT,France,S,France,50,"SQL, Java, Mathematics",PhD,5,Retail,2024-12-09,2025-01-13,2057,9.3,Smart Analytics
Autonomous Systems Engineer,125459,USD,SE,CT,Israel,S,Indonesia,50,"Python, Scala, Kubernetes, Deep Learning, AWS",PhD,6,Automotive,2024-03-23,2024-05-26,1423,7.2,AI Innovations
Data Engineer,106852,USD,MI,FT,Sweden,L,United States,50,"Kubernetes, SQL, GCP, Computer Vision",PhD,2,Automotive,2024-07-21,2024-09-01,2193,9.1,Algorithmic Solutions
AI Software Engineer,73010,USD,EN,CT,United States,L,United States,100,"Docker, Tableau, Data Visualization, Azure",PhD,1,Government,2025-02-04,2025-04-15,2119,8.0,Future Systems
Deep Learning Engineer,128930,CHF,MI,PT,Switzerland,M,Switzerland,0,"SQL, PyTorch, GCP, Tableau, Deep Learning",Associate,3,Consulting,2024-12-20,2025-02-21,1288,5.0,Machine Intelligence Group
Machine Learning Engineer,63898,USD,EN,CT,Ireland,S,Ireland,100,"Mathematics, MLOps, GCP",Associate,0,Technology,2024-07-13,2024-08-04,1335,6.3,Digital Transformation LLC
AI Research Scientist,134951,USD,SE,FL,Sweden,L,Sweden,0,"Tableau, Deep Learning, GCP, Python, TensorFlow",Bachelor,9,Automotive,2024-01-28,2024-02-13,1296,8.8,Smart Analytics
AI Software Engineer,64989,USD,MI,FL,Austria,M,Austria,50,"Kubernetes, Statistics, NLP",PhD,4,Media,2024-08-28,2024-11-05,2054,8.8,Cloud AI Solutions
Data Analyst,336904,USD,EX,CT,United States,L,United States,0,"Python, TensorFlow, Data Visualization, PyTorch",Master,16,Automotive,2024-03-02,2024-04-27,2075,8.3,Predictive Systems
Data Analyst,160089,USD,SE,FL,Switzerland,S,Switzerland,0,"Java, Git, Kubernetes",PhD,9,Finance,2024-06-02,2024-07-06,502,5.1,Cloud AI Solutions
AI Software Engineer,271059,AUD,EX,CT,Australia,L,Philippines,100,"Git, Azure, Python, TensorFlow",Bachelor,12,Finance,2025-01-19,2025-02-15,1510,5.3,Cognitive Computing
Data Engineer,124141,USD,SE,PT,Sweden,M,Sweden,0,"Data Visualization, Computer Vision, Scala, PyTorch",Bachelor,9,Healthcare,2025-03-05,2025-04-08,2054,6.5,DeepTech Ventures
Principal Data Scientist,130383,USD,SE,FT,Sweden,S,Sweden,0,"SQL, GCP, TensorFlow, Mathematics, Python",PhD,9,Automotive,2024-04-16,2024-06-10,1167,5.6,TechCorp Inc
AI Specialist,77719,USD,EN,CT,United States,M,United States,0,"Azure, Spark, Tableau, NLP",Master,0,Media,2024-07-29,2024-08-27,2030,6.2,Cognitive Computing
Head of AI,71961,USD,MI,FT,South Korea,L,South Korea,100,"Python, Spark, Azure",Bachelor,4,Gaming,2024-10-13,2024-12-20,1319,7.6,Digital Transformation LLC
Machine Learning Engineer,51455,GBP,EN,CT,United Kingdom,S,United Kingdom,50,"Statistics, Kubernetes, Data Visualization",PhD,0,Retail,2025-03-24,2025-05-20,1024,7.9,Cognitive Computing
NLP Engineer,109494,USD,MI,CT,Sweden,M,Norway,50,"PyTorch, Mathematics, AWS, SQL",Bachelor,4,Transportation,2024-07-22,2024-08-22,1942,6.2,DataVision Ltd
Robotics Engineer,43437,USD,SE,FT,China,S,China,50,"Java, R, Azure, Data Visualization",PhD,9,Consulting,2024-01-24,2024-02-23,1497,8.3,Digital Transformation LLC
AI Software Engineer,262522,USD,EX,CT,United States,M,Switzerland,0,"TensorFlow, Java, Data Visualization",Associate,17,Real Estate,2024-07-09,2024-08-19,827,8.4,Predictive Systems
Computer Vision Engineer,62229,USD,MI,FL,South Korea,M,Ukraine,100,"Scala, R, NLP, Linux, Deep Learning",Associate,2,Manufacturing,2025-01-20,2025-03-03,2251,6.6,Predictive Systems
Research Scientist,88359,CHF,EN,FT,Switzerland,S,Switzerland,100,"TensorFlow, Python, NLP",Associate,0,Real Estate,2024-11-04,2024-11-19,1376,6.4,Machine Intelligence Group
Computer Vision Engineer,128647,USD,MI,PT,Switzerland,S,Switzerland,100,"Data Visualization, GCP, Tableau, Git, Computer Vision",Bachelor,4,Transportation,2024-03-26,2024-04-16,2312,6.5,Future Systems
Head of AI,42268,USD,EN,CT,China,M,China,0,"SQL, Kubernetes, Mathematics",Bachelor,0,Consulting,2024-07-20,2024-08-16,591,8.5,TechCorp Inc
AI Product Manager,89849,EUR,MI,CT,Germany,L,Germany,100,"AWS, Docker, R, MLOps, PyTorch",PhD,4,Consulting,2025-01-18,2025-02-09,912,7.4,Algorithmic Solutions
AI Software Engineer,111797,USD,SE,CT,Finland,S,Finland,50,"Python, MLOps, Linux",Bachelor,8,Finance,2024-07-14,2024-09-06,778,7.1,Cognitive Computing
ML Ops Engineer,123377,USD,MI,FT,Sweden,L,Ireland,100,"Hadoop, Scala, Mathematics, Linux",Master,2,Automotive,2024-10-31,2024-12-05,603,5.5,TechCorp Inc
AI Research Scientist,184410,USD,SE,PT,Norway,M,Norway,0,"Spark, Deep Learning, Python, PyTorch",Master,8,Energy,2024-03-17,2024-04-21,1635,8.8,DataVision Ltd
Machine Learning Engineer,88822,USD,MI,FT,Singapore,S,India,100,"SQL, Computer Vision, Java, Statistics",Bachelor,3,Media,2025-01-03,2025-01-20,2017,7.6,Future Systems
Data Engineer,158379,USD,SE,CT,Sweden,L,Sweden,0,"SQL, Statistics, NLP, Deep Learning, PyTorch",Associate,6,Gaming,2025-03-13,2025-04-04,1537,6.6,Cloud AI Solutions
Head of AI,120599,GBP,MI,CT,United Kingdom,L,United Kingdom,50,"Linux, AWS, Python",Master,4,Energy,2024-09-21,2024-11-07,699,6.4,Quantum Computing Inc
Autonomous Systems Engineer,96026,USD,SE,FT,Finland,S,Finland,100,"R, AWS, NLP",Bachelor,9,Telecommunications,2024-12-05,2025-02-05,941,9.3,Machine Intelligence Group
AI Research Scientist,47640,USD,EN,FT,Finland,M,Finland,0,"Kubernetes, Data Visualization, MLOps",Bachelor,1,Telecommunications,2024-05-17,2024-07-24,1831,9.5,Smart Analytics
Computer Vision Engineer,183392,USD,SE,CT,Norway,L,Norway,0,"AWS, SQL, Statistics, GCP, Spark",Master,7,Media,2024-01-11,2024-02-03,890,9.8,Autonomous Tech
Principal Data Scientist,103655,USD,EN,FT,Switzerland,L,Switzerland,0,"Spark, AWS, Tableau, Data Visualization",Master,0,Automotive,2024-02-07,2024-04-05,743,6.9,DeepTech Ventures
Computer Vision Engineer,55407,USD,SE,CT,China,L,China,100,"Statistics, NLP, Scala",Master,5,Government,2024-03-02,2024-03-19,2404,7.2,Neural Networks Co
Data Engineer,75218,EUR,EN,FT,France,M,Finland,100,"R, AWS, GCP, Hadoop, Linux",Master,1,Education,2024-05-09,2024-06-30,1356,8.4,TechCorp Inc
Head of AI,64108,USD,MI,CT,Israel,M,Canada,100,"Python, Hadoop, AWS, NLP, Mathematics",Associate,3,Automotive,2025-02-02,2025-02-16,1465,5.0,Digital Transformation LLC
Data Engineer,88659,EUR,MI,CT,Austria,L,Austria,100,"AWS, R, NLP, Data Visualization, Tableau",Bachelor,4,Telecommunications,2024-03-05,2024-04-16,2403,7.5,Neural Networks Co
Deep Learning Engineer,78353,USD,MI,FT,Finland,L,Finland,0,"AWS, Scala, Linux, R, Python",Associate,3,Consulting,2024-07-06,2024-08-27,1895,5.3,AI Innovations
NLP Engineer,140730,EUR,SE,CT,Netherlands,L,Netherlands,50,"MLOps, Mathematics, Tableau, TensorFlow, Scala",Associate,7,Manufacturing,2024-08-06,2024-09-03,627,7.0,Cognitive Computing
Data Scientist,190307,CAD,EX,CT,Canada,L,Canada,100,"Statistics, Kubernetes, Azure",Master,17,Consulting,2024-03-30,2024-04-16,746,5.6,Cognitive Computing
AI Product Manager,168977,EUR,SE,FL,Germany,L,Norway,0,"Data Visualization, MLOps, PyTorch, Deep Learning",PhD,5,Media,2024-08-24,2024-10-29,1876,6.1,DeepTech Ventures
NLP Engineer,63197,EUR,EN,FT,Germany,S,Germany,100,"Java, R, AWS, Git, Computer Vision",Associate,0,Retail,2024-10-30,2025-01-05,2326,6.4,Quantum Computing Inc
Autonomous Systems Engineer,103430,USD,SE,CT,China,L,China,50,"Statistics, Kubernetes, Spark, MLOps, Scala",Bachelor,9,Government,2024-05-27,2024-07-06,2317,8.8,Algorithmic Solutions
Computer Vision Engineer,49837,USD,EN,FL,Israel,S,Israel,50,"PyTorch, AWS, Data Visualization, MLOps, Spark",Bachelor,1,Energy,2024-12-29,2025-02-20,1520,9.2,Future Systems
AI Consultant,80051,USD,SE,PT,South Korea,S,Netherlands,50,"Data Visualization, Java, Python, TensorFlow",Master,9,Consulting,2024-01-28,2024-04-04,1613,5.9,DeepTech Ventures
AI Architect,29644,USD,MI,PT,India,L,Norway,100,"Hadoop, Python, SQL, Deep Learning, Azure",Associate,4,Gaming,2024-03-20,2024-04-26,825,8.1,Future Systems
AI Research Scientist,57268,USD,SE,FT,China,M,China,50,"TensorFlow, SQL, Data Visualization, GCP, Azure",Master,5,Retail,2024-02-18,2024-04-01,1414,7.5,Autonomous Tech
Data Analyst,63965,EUR,EN,FL,Austria,S,Austria,100,"SQL, Spark, PyTorch, AWS, Java",Master,1,Consulting,2024-11-17,2024-12-02,1541,9.2,Cognitive Computing
NLP Engineer,44954,USD,EN,CT,Israel,S,Israel,100,"Statistics, PyTorch, MLOps, Tableau, GCP",Master,1,Transportation,2024-10-04,2024-11-17,2406,7.9,Cloud AI Solutions
Research Scientist,226551,CHF,SE,FL,Switzerland,L,Switzerland,0,"R, Python, Tableau, Deep Learning",Bachelor,9,Retail,2024-02-08,2024-03-21,1144,9.0,Advanced Robotics
AI Specialist,77541,USD,SE,FT,China,M,China,0,"GCP, TensorFlow, AWS, PyTorch, Data Visualization",PhD,6,Media,2024-06-06,2024-06-23,1304,8.5,Algorithmic Solutions
Autonomous Systems Engineer,76889,USD,MI,PT,Israel,L,Israel,0,"AWS, Linux, Data Visualization, Spark",PhD,4,Real Estate,2024-12-15,2025-02-22,2289,6.7,Autonomous Tech
Autonomous Systems Engineer,126597,GBP,SE,FL,United Kingdom,L,Singapore,50,"PyTorch, Java, TensorFlow, Computer Vision, SQL",Master,6,Government,2024-03-30,2024-04-13,2236,7.8,Machine Intelligence Group
AI Architect,238256,GBP,EX,CT,United Kingdom,M,United Kingdom,0,"Hadoop, Java, Tableau, Deep Learning",Master,18,Healthcare,2024-01-28,2024-03-03,1005,7.2,Machine Intelligence Group
AI Architect,83523,JPY,EN,FT,Japan,M,Japan,50,"AWS, Docker, Java, R",Associate,1,Transportation,2024-05-26,2024-07-09,1334,8.7,Digital Transformation LLC
Head of AI,76167,USD,MI,CT,Sweden,M,Sweden,0,"Spark, Scala, SQL",Bachelor,3,Government,2024-08-09,2024-10-19,1139,7.8,Quantum Computing Inc
AI Research Scientist,122933,USD,SE,FT,Australia,L,Australia,50,"Python, TensorFlow, PyTorch, AWS, Tableau",Associate,8,Telecommunications,2024-10-08,2024-12-20,1898,5.4,Smart Analytics
Data Analyst,205113,USD,SE,CT,Denmark,L,Denmark,50,"Java, Spark, NLP",PhD,7,Gaming,2025-03-18,2025-04-17,1640,7.7,AI Innovations
Machine Learning Engineer,114869,CHF,MI,CT,Switzerland,M,Switzerland,0,"GCP, Python, SQL, Kubernetes, Docker",Bachelor,4,Healthcare,2024-02-02,2024-04-04,1465,6.6,Machine Intelligence Group
AI Specialist,80356,SGD,EN,FL,Singapore,L,India,0,"Python, GCP, Kubernetes, Scala, Linux",Associate,0,Telecommunications,2024-04-19,2024-06-05,512,5.1,Smart Analytics
AI Research Scientist,95351,EUR,SE,PT,Germany,S,Germany,50,"Spark, SQL, Deep Learning, NLP",Associate,9,Healthcare,2024-08-05,2024-10-13,2260,5.0,DataVision Ltd
Machine Learning Researcher,119885,JPY,SE,FT,Japan,M,Japan,50,"Hadoop, Statistics, Git",Master,8,Consulting,2024-04-15,2024-05-15,1847,5.7,Advanced Robotics
AI Software Engineer,126469,SGD,MI,PT,Singapore,L,Singapore,0,"Azure, R, Java, Python, SQL",Associate,4,Education,2024-01-22,2024-04-04,1395,8.6,Machine Intelligence Group
Robotics Engineer,106560,USD,MI,CT,Switzerland,S,Germany,50,"PyTorch, Deep Learning, Computer Vision, NLP",Associate,2,Telecommunications,2024-10-12,2024-12-03,926,5.4,Cognitive Computing
ML Ops Engineer,72655,USD,MI,FT,Israel,M,Israel,100,"GCP, Python, Tableau, Kubernetes",Associate,3,Manufacturing,2024-11-02,2024-12-22,1742,6.7,DeepTech Ventures
Autonomous Systems Engineer,113342,USD,SE,FT,Canada,S,India,0,"Git, PyTorch, Computer Vision",PhD,5,Transportation,2024-04-10,2024-05-22,1750,8.8,Autonomous Tech
Deep Learning Engineer,145545,USD,SE,FL,Norway,M,Norway,0,"Docker, Tableau, Hadoop, Computer Vision",Bachelor,5,Retail,2025-01-21,2025-03-14,1802,8.8,TechCorp Inc
Data Analyst,97074,EUR,MI,PT,Netherlands,L,Netherlands,100,"Data Visualization, Linux, Python, MLOps, SQL",Associate,4,Automotive,2025-01-16,2025-02-09,1335,8.4,Smart Analytics
AI Product Manager,215605,USD,EX,FL,Israel,M,Israel,0,"Java, R, SQL",Master,12,Technology,2024-12-16,2025-01-26,1940,5.6,Predictive Systems
Head of AI,95630,GBP,MI,FT,United Kingdom,S,United Kingdom,100,"Scala, Mathematics, Java, Spark, AWS",Master,3,Finance,2024-10-28,2025-01-04,2231,7.4,Algorithmic Solutions
Computer Vision Engineer,111856,GBP,SE,FT,United Kingdom,M,Netherlands,100,"SQL, Hadoop, Azure, Tableau, AWS",PhD,6,Telecommunications,2024-03-23,2024-04-12,1494,8.6,TechCorp Inc
Research Scientist,145356,EUR,SE,PT,Netherlands,L,Netherlands,0,"Hadoop, Tableau, Deep Learning",Bachelor,5,Telecommunications,2024-08-25,2024-10-07,1969,5.1,TechCorp Inc
Robotics Engineer,125641,USD,SE,FL,Sweden,S,Vietnam,100,"PyTorch, Computer Vision, AWS, SQL, MLOps",Associate,5,Education,2024-11-09,2025-01-20,1422,8.0,Cognitive Computing
AI Product Manager,104906,USD,MI,FL,United States,S,Portugal,0,"PyTorch, Java, Spark, Statistics",Bachelor,3,Technology,2025-01-26,2025-03-28,2101,8.0,Cognitive Computing
Data Engineer,135585,USD,MI,FT,Denmark,L,Denmark,0,"AWS, Python, GCP",Associate,4,Real Estate,2024-06-02,2024-08-11,2302,5.1,Cloud AI Solutions
Deep Learning Engineer,82215,USD,SE,FT,Israel,M,Israel,0,"PyTorch, TensorFlow, Python",Bachelor,8,Real Estate,2025-02-26,2025-04-21,1557,7.8,Future Systems
Deep Learning Engineer,165167,USD,EX,CT,Japan,L,Japan,50,"Spark, SQL, Tableau",Master,19,Finance,2024-09-30,2024-12-11,1778,9.3,Predictive Systems
AI Software Engineer,163238,USD,SE,FL,Ireland,L,Ireland,50,"Python, AWS, Scala",Master,7,Healthcare,2024-12-14,2025-01-11,1790,9.2,Algorithmic Solutions
Data Engineer,132189,EUR,SE,FL,Germany,S,Estonia,100,"Linux, Data Visualization, Scala",Master,8,Education,2025-01-23,2025-03-28,1573,6.8,Autonomous Tech
Principal Data Scientist,86048,USD,SE,FT,India,M,Finland,50,"Linux, SQL, Azure",Master,9,Gaming,2024-07-09,2024-09-02,1527,5.6,Quantum Computing Inc
Data Engineer,98259,USD,SE,FL,South Korea,M,Netherlands,50,"Python, Azure, Hadoop, Git",Bachelor,6,Technology,2024-02-10,2024-04-22,1769,5.9,Quantum Computing Inc
Machine Learning Engineer,91194,CAD,MI,PT,Canada,S,Canada,0,"Azure, Spark, Linux, Scala, SQL",PhD,3,Media,2024-08-13,2024-09-20,689,9.9,Neural Networks Co
Data Engineer,38113,USD,EN,FT,Japan,S,Japan,0,"GCP, Git, Mathematics, Scala, Python",Master,0,Finance,2024-07-04,2024-08-17,610,9.0,DeepTech Ventures
NLP Engineer,72571,JPY,EN,CT,Japan,S,Japan,50,"AWS, Hadoop, SQL, PyTorch",Associate,0,Consulting,2024-11-22,2025-01-29,1015,5.0,Machine Intelligence Group
ML Ops Engineer,40030,USD,SE,FL,India,M,India,0,"GCP, Deep Learning, Kubernetes",Bachelor,5,Transportation,2024-11-08,2024-12-02,1632,5.6,Cloud AI Solutions
Data Scientist,45967,USD,MI,FL,China,S,Ghana,50,"SQL, Computer Vision, AWS",PhD,3,Gaming,2024-11-19,2024-12-21,1627,7.2,Future Systems
Deep Learning Engineer,125204,JPY,SE,CT,Japan,S,Vietnam,100,"Data Visualization, Kubernetes, Scala, NLP",Master,7,Retail,2024-04-30,2024-05-20,2284,5.9,Cloud AI Solutions
Data Scientist,88199,EUR,MI,FL,France,S,Israel,100,"AWS, R, NLP, Hadoop",Associate,4,Technology,2024-09-07,2024-10-19,520,9.0,Neural Networks Co
